Orð;Mark;Lemma;Leiðrétt mark;Leiðrétt lemma
högginu;nheþg;högg;;
og;c;og;;
bar;sfg3eþ;bera;;
af;aþ;af;;
sér;fpkeþ;sig;;
en;c;en;;
hann;fpken;hann;;
hjó;sfg3eþ;höggva;;
til;ae;til;;
Skúfs;nkee-s;Skúfur;;
hinni;gveþ;hinn;;
hægri;lveþvf;hægri;;
hendi;nveþ;hönd;;
með;aþ;með;;
exinni;nveþg;exi;;
í;ao;í;;
höfuðið;nheog;höfuð;;
og;c;og;;
klauf;sfg3eþ;kljúfa;;
í;ao;í;;
herðar;nvfo;herðar;;
niður;aa;niður;;
og;c;og;;
dó;sfg3eþ;deyja;;
hann;fpken;hann;;
þegar;aa;þegar;;
.;punct;.;;
Förunautar;nkfn;förunautur;;
Þorgeirs;nkee-s;Þorgeir;;
fara;sfg3fn;fara;;
heim;aa;heim;;
skyndilega;aa;skyndilega;;
og;c;og;;
segja;sng;segja;;
höfðingjum;nkfþ;höfðingi;;
tíðindin;nhfog;tíðindi;;
.;punct;.;;
Þeim;fpkfþ;hann;;
þótti;sfg3eþ;þykja;;
þetta;fahen;þessi;;
ill;lhfnsf;illur;;
tíðindi;nhfn;tíðindi;;
vera;sng;vera;;
sem;c;sem;;
þau;fphfn;það;;
voru;sfg3fþ;vera;;
.;punct;.;;
Fá;sfg3fn;fá;;
þeir;fpkfn;hann;;
þegar;c;þegar;;
menn;nkfn;maður;;
til;ae;til;;
að;cn;að;;
fylgja;sng;fylgja;;
Þorgeiri;nkeþ-s;Þorgeir;;
í;aa;í;;
brott;aa;brott;;
að;c;að;;
hann;fpken;hann;;
gengi;svg3eþ;ganga;;
eigi;aa;eigi;;
í;aþ;í;;
augsýn;nveþ;augsýn;;
föður;nkee;faðir;;
hins;ghee;hinn;;
vegna;ae;vegna;;
eða;c;eða;;
frændum;nkfþ;frændi;;
þeirra;fpkfe;hann;;
er;ct;er;;
vegnir;sþgkfn;vega;;
voru;sfg3fþ;vera;;
.;punct;.;;
Eftir;ao;eftir;;
það;fpheo;það;;
sögðu;sfg3fþ;segja;;
þeir;fpkfn;hann;;
Skúfi;nkeþ-s;Skúfur;;
tíðindin;nhfog;tíðindi;;
.;punct;.;;
Þá;aa;þá;;
sá;sfg3eþ;sjá;;
hann;fpken;hann;;
sér;fpkeþ;sig;;
engan;fokeo;enginn;;
sóma;nkeo;sómi;;
sýnna;lhenvm;sýnn;;
en;c;en;;
þiggja;sng;þiggja;;
sjálfdæmi;nhfo;sjálfdæmi;;
þau;fahfo;sá;;
er;ct;er;;
þeir;fpkfn;hann;;
bræður;nkfn;bróðir;;
buðu;sfg3fþ;bjóða;;
fyrir;ao;fyrir;;
vígin;nhfog;vígi;;
og;c;og;;
fébætur;nvfo;fébætur;;
fyrir;ao;fyrir;;
menn;nkfo;maður;;
sína;fekfo;sinn;;
að;c;að;;
svo;aa;svo;;
göfgum;lkfþsf;göfgur;;
mönnum;nkfþ;maður;;
sem;ct;sem;;
þeir;fpkfn;hann;;
bræður;nkfn;bróðir;;
voru;sfg3fþ;vera;;
,;punct;,;;
allra;fokfe;allur;;
helst;aae;gjarna;;
er;sfg3en;vera;;
sá;faken;sá;;
var;sfg3eþ;vera;;
sekur;lkensf;sekur;;
er;sfg3en;vera;;
vígin;nhfog;vígi;;
hafði;sfg3eþ;hafa;;
vegið;ssg;vega;;
.;punct;.;;
Nú;aa;nú;;
sættust;sfm3fþ;sætta;;
þeir;fpkfn;hann;;
að;aþ;að;;
svo;aa;svo;;
mæltu;lheþsf;mæltur;;
.;punct;.;;
Þessa;fahfe;Þessa;;
víga;nhfe;víg;;
getur;sfg3en;geta;;
Þormóður;nken-s;Þormóður;;
í;ao;í;;
Þorgeirsdrápu;nveo-s;Þorgeirsdrápa;;
:;punct;:;;
Þeir;fpkfn;hann;;
Þorgils;nken-s;Þorgils;;
og;c;og;;
Illugi;nken-s;Illugi;;
átu;sfg3fþ;eta;;
dögurð;nkeo;dögurður;;
í;aþ;í;;
Hundadal;nkeþ-s;Hundadalur;;
og;c;og;;
eftir;ao;eftir;;
það;fpheo;það;;
riðu;sfg3fþ;ríða;;
þeir;fpkfn;hann;;
suður;aa;suður;;
til;ae;til;;
Borgarfjarðar;nkee-s;Borgarfjörður;;
og;c;og;;
fylgdu;sfg3fþ;fylgja;;
Þorgeiri;nkeþ-s;Þorgeir;;
til;ae;til;;
skips;nhee;skip;;
.;punct;.;;
[;punct;[;;
Flateyjarbók;nveþ-s;Flateyjarbók;;
:;punct;:;;
];punct;];;
[;punct;[;;
Þorgeir;nken-s;Þorgeir;;
hafði;sfg3eþ;hafa;;
riðið;ssg;ríða;;
undan;aa;undan;;
suður;aa;suður;;
og;c;og;;
er;sfg3en;vera;;
hann;fpken;hann;;
kom;sfg3eþ;koma;;
til;ae;til;;
Hvassafells;nhee-s;Hvassafell;;
stóðu;sfg3fþ;standa;;
þar;aa;þar;;
menn;nkfn;maður;;
úti;aa;úti;;
.;punct;.;;
Sauðamaður;nken;sauðamaður;;
var;sfg3eþ;vera;;
þá;aa;þá;;
heim;aa;heim;;
kominn;sþgken;koma;;
frá;aþ;frá;;
fé;nheþ;fé;;
sínu;feheþ;sinn;;
og;c;og;;
stóð;sfg3eþ;standa;;
þar;aa;þar;;
í;aþ;í;;
túninu;nheþg;tún;;
og;c;og;;
studdist;sfm3eþ;styðja;;
fram;aa;fram;;
á;ao;á;;
staf;nkeo;stafur;;
sinn;fekeo;sinn;;
og;c;og;;
talaði;sfg3eþ;tala;;
við;ao;við;;
aðra;fokfo;annar;;
menn;nkfo;maður;;
.;punct;.;;
Stafurinn;nkeng;stafur;;
var;sfg3eþ;vera;;
lágur;lkensf;lágur;;
en;c;en;;
maðurinn;nkeng;maður;;
móður;lkensf;móður;;
og;c;og;;
var;sfg3eþ;vera;;
hann;fpken;hann;;
nokkuð;fohen;nokkur;;
bjúgur;lkensf;bjúgur;;
,;punct;,;;
steyldur;lkensf;steyldur;;
á;aþ;á;;
hæli;nkeþ;hæll;;
og;c;og;;
lengdi;sfg3eþ;lengja;;
hálsinn;nkeog;háls;;
.;punct;.;;
En;c;en;;
er;c;er;;
Þorgeir;nken-s;Þorgeir;;
sá;sfg3eþ;sjá;;
það;fpheo;það;;
reiddi;sfg3eþ;reiða;;
hann;fpken;hann;;
upp;aa;upp;;
öxina;nveog;öxi;;
og;c;og;;
lét;sfg3eþ;láta;;
detta;sng;detta;;
á;ao;á;;
hálsinn;nkeog;háls;;
.;punct;.;;
Öxin;nveng;öxi;;
beit;sfg3eþ;bíta;;
vel;aa;vel;;
og;c;og;;
fauk;sfg3eþ;fjúka;;
af;aa;af;;
höfuðið;nheog;höfuð;;
og;c;og;;
kom;sfg3eþ;koma;;
víðs;lkeesf;víður;;
fjarri;aa;fjarri;;
niður;aa;niður;;
.;punct;.;;
Þorgeir;nken-s;Þorgeir;;
reið;sfg3eþ;ríða;;
síðan;aa;síðan;;
í;aa;í;;
brott;aa;brott;;
en;c;en;;
þeim;fpkfþ;hann;;
féllust;sfm3fþ;falla;;
öllum;fokfþ;allur;;
hendur;nvfn;hönd;;
er;ct;er;;
í;aþ;í;;
túninu;nheþg;tún;;
höfðu;sfg3fþ;hafa;;
verið;ssg;vera;;
.;punct;.;;
Litlu;lheþsf;lítill;;
síðar;aam;síðar;;
komu;sfg3fþ;koma;;
þeir;fakfn;sá;;
frændur;nkfn;frændi;;
eftir;aa;eftir;;
.;punct;.;;
Voru;sfg3fþ;vera;;
þeim;fpkfþ;hann;;
þá;aa;þá;;
sögð;sþghfn;segja;;
þessi;fahfn;þessi;;
tíðindi;nhfn;tíðindi;;
og;c;og;;
þótti;sfg3eþ;þykja;;
þeim;fpkfþ;hann;;
þetta;fahen;þessi;;
eigi;aa;eigi;;
hafa;sng;hafa;;
vel;aa;vel;;
til;aa;til;;
borið;sþghen;bera;;
.;punct;.;;
Er;sfg3en;vera;;
svo;aa;svo;;
sagt;sþghen;segja;;
að;c;að;;
þeir;fakfn;sá;;
frændur;nkfn;frændi;;
bættu;sfg3fþ;bæta;;
víg;nheo;víg;;
þetta;faheo;þessi;;
fyrir;ao;fyrir;;
Þorgeir;nkeo-s;Þorgeir;;
.;punct;.;;
Riðu;sfg3fþ;ríða;;
þeir;fpkfn;hann;;
síðan;aa;síðan;;
til;ae;til;;
móts;nhee;mót;;
við;ao;við;;
Þorgeir;nkeo-s;Þorgeir;;
.;punct;.;;
Hann;fpken;hann;;
fagnar;sfg3en;fagna;;
þeim;fpkfþ;hann;;
vel;aa;vel;;
.;punct;.;;
Þeir;fpkfn;hann;;
spurðu;sfg3fþ;spyrja;;
hví;aa;hví;;
Þorgeir;nken-s;Þorgeir;;
hefði;svg3eþ;hafa;;
þetta;faheo;þessi;;
víg;nheo;víg;;
vegið;lheosf;veginn;;
eða;c;eða;;
hvað;fsheo;hver;;
Þorgeir;nken-s;Þorgeir;;
fyndi;svg3eþ;finna;;
til;aa;til;;
um;ao;um;;
mann;nkeo;maður;;
þenna;fakeo;þenna;;
.;punct;.;;
Þorgeir;nken-s;Þorgeir;;
svarar;sfg3en;svara;;
:;punct;:;;
«;punct;«;;
Eigi;aa;eigi;;
hafði;sfg3eþ;hafa;;
hann;fpken;hann;;
nokkurar;fovfo;nokkur;;
sakar;sfg3en;saka;;
til;ae;til;;
móts;nhee;mót;;
við;ao;við;;
mig;fp1eo;ég;;
en;c;en;;
hitt;fahen;hinn;;
var;sfg3eþ;vera;;
satt;lhensf;sannur;;
að;c;að;;
eg;fp1en;eg;;
mátti;sfg1eþ;mega;;
eigi;aa;eigi;;
við;aa;við;;
bindast;snm;binda;;
er;c;er;;
hann;fpken;hann;;
stóð;sfg3eþ;standa;;
svo;aa;svo;;
vel;aa;vel;;
til;ae;til;;
höggsins;nheeg;högg;;
.;punct;.;;
»;punct;»;;
«;punct;«;;
Það;fphen;það;;
mun;sfg3en;munu;;
sýnast;snm;sýna;;
í;aþ;í;;
því;fpheþ;það;;
,;punct;,;;
»;punct;»;;
sagði;sfg3eþ;segja;;
Þorgísl;nken-s;Þorgísl;;
,;punct;,;;
«;punct;«;;
að;c;að;;
þú;fp2en;þú;;
munt;sfg2en;munu;;
óhandlatur;lkensf;óhandlatur;;
reynast;snm;reyna;;
en;c;en;;
bætt;ssg;bæta;;
höfum;sfg1fn;hafa;;
við;fp1fn;ég;;
nú;aa;nú;;
víg;nheo;víg;;
þessi;fahfo;þessi;;
.;punct;.;;
»;punct;»;;
Síðan;aa;síðan;;
ríða;sfg3fn;ríða;;
þeir;fpkfn;hann;;
allir;fokfn;allur;;
saman;aa;saman;;
til;ae;til;;
skipsins;nheeg;skip;;
.;punct;.;;
];punct;];;
Sá;faken;sá;;
maður;nken;maður;;
var;sfg3eþ;vera;;
til;ae;til;;
skips;nhee;skip;;
kominn;sþgken;koma;;
er;sfg3en;vera;;
Gautur;nken-s;Gautur;;
hét;sfg3eþ;heita;;
.;punct;.;;
Hann;fpken;hann;;
var;sfg3eþ;vera;;
son;nken;son;;
Sleitu;nvee;sleita;;
.;punct;.;;
Hann;fpken;hann;;
var;sfg3eþ;vera;;
náinn;lkensf;náinn;;
að;aþ;að;;
frændsemi;nveþ;frændsemi;;
Þorgilsi;nkeþ-s;Þorgils;;
Márssyni;nkeþ-s;Mársson;;
er;sfg3en;vera;;
Þorgeir;nken-s;Þorgeir;;
hafði;sfg3eþ;hafa;;
vegið;ssg;vega;;
.;punct;.;;
Gautur;nken-s;Gautur;;
var;sfg3eþ;vera;;
mikill;lkensf;mikill;;
vexti;nkeþ;vöxtur;;
og;c;og;;
sterkur;lkensf;sterkur;;
að;aþ;að;;
afli;nheþ;afl;;
,;punct;,;;
ódæll;lkensf;ódæll;;
og;c;og;;
harðfengur;lkensf;harðfengur;;
.;punct;.;;
Hann;fpken;hann;;
hafði;sfg3eþ;hafa;;
sér;fpkeþ;sig;;
fari;svg3en;fara;;
tekið;sþghen;taka;;
af;aþ;af;;
stýrimanni;nkeþ;stýrimaður;;
og;c;og;;
vissi;sfg3eþ;vita;;
engvar;fovfn;engvur;;
vonir;nvfn;von;;
til;ae;til;;
þess;fphee;það;;
að;c;að;;
Þorgeir;nken-s;Þorgeir;;
ætlaði;sfg3eþ;ætla;;
þar;aa;þar;;
utan;aa;utan;;
að;cn;að;;
fara;sng;fara;;
.;punct;.;;
Hann;fpken;hann;;
færði;sfg3eþ;færa;;
brún;nveo;brún;;
á;ao;á;;
nef;nheo;nef;;
við;ao;við;;
komu;nveo;koma;;
Þorgeirs;nkee-s;Þorgeir;;
og;c;og;;
sýndist;sfm3eþ;sýna;;
þeim;fpkfþ;hann;;
nakkvað;ssg;nakkva;;
vandræði;nhfo;vandræði;;
vera;sng;vera;;
að;c;að;;
þeir;fpkfn;hann;;
séu;svg3fn;vera;;
samskipa;aa;samskipa;;
við;ao;við;;
það;faheo;sá;;
skaplyndi;nheo;skaplyndi;;
sem;ct;sem;;
hvor;foven;hvor;;
þeirra;fpvfe;hún;;
hafði;sfg3eþ;hafa;;
.;punct;.;;
Skip;nhen;skip;;
var;sfg3eþ;vera;;
albúið;lhensf;albúinn;;
og;c;og;;
bundinn;lkensf;bundinn;;
búlki;nken;búlki;;
og;c;og;;
vara;nven;vara;;
Gauts;nkee-s;Gautur;;
komin;sþgven;koma;;
í;ao;í;;
búlka;nkfo;búlki;;
.;punct;.;;
Nú;aa;nú;;
er;sfg3en;vera;;
Þorgeir;nken-s;Þorgeir;;
heyrði;sfg3eþ;heyra;;
gnadd;nheo;gnadd;;
Austmanna;nkfe;austmaður;;
um;ao;um;;
návistu;nveo;návista;;
þeirra;fpkfe;hann;;
Gauts;nkee-s;Gautur;;
þá;aa;þá;;
mælti;sfg3eþ;mæla;;
hann;fpken;hann;;
:;punct;:;;
«;punct;«;;
Vel;au;vel;;
má;sfg1en;mega;;
eg;fp1en;eg;;
nýta;sng;nýta;;
að;cn;að;;
vera;sng;vera;;
samskipa;aa;samskipa;;
við;ao;við;;
Gaut;nkeo-s;Gautur;;
hversu;aa;hversu;;
síða;lveosf;síður;;
brún;nveo;brún;;
sem;ct;sem;;
hann;fpken;hann;;
setur;sfg3en;setja;;
.;punct;.;;
»;punct;»;;
En;c;en;;
hvað;fshen;hver;;
sem;ct;sem;;
Þorgeir;nken-s;Þorgeir;;
ræddi;sfg3eþ;ræða;;
um;ao;um;;
samvist;nveo;samvist;;
þeirra;fphfe;það;;
þá;aa;þá;;
var;sfg3eþ;vera;;
það;fahen;sá;;
ráð;nhen;ráð;;
tekið;sþghen;taka;;
að;c;að;;
brotinn;nkeng;broti;;
var;sfg3eþ;vera;;
upp;aa;upp;;
búlkinn;nkeng;búlki;;
og;c;og;;
vara;nkee;vari;;
Gauts;nkee-s;Gautur;;
á;aa;á;;
brott;aa;brott;;
borin;sþgven;bera;;
.;punct;.;;
Reið;sfg3eþ;ríða;;
hann;fpken;hann;;
þá;aa;þá;;
norður;aa;norður;;
til;ae;til;;
héraða;nhfe;hérað;;
.;punct;.;;
Austmenn;nkfn-s;Austmaður;;
leggja;sfg3fn;leggja;;
skipi;nheþ;skip;;
sínu;feheþ;sinn;;
ofan;aa;ofan;;
eftir;aþ;eftir;;
ánni;nveþg;á;;
og;c;og;;
út;aa;út;;
til;ae;til;;
Seljaeyrar;nvee-s;Seljaeyri;;
.;punct;.;;
Þeir;fpkfn;hann;;
bræður;nkfn;bróðir;;
ríða;sfg3fn;ríða;;
eigi;aa;eigi;;
fyrr;aam;snemmt;;
úr;aþ;úr;;
héraði;nheþ;hérað;;
en;c;en;;
skipið;nheng;skip;;
lét;sfg3eþ;láta;;
út;aa;út;;
og;c;og;;
í;ao;í;;
haf;nheo;haf;;
.;punct;.;;
Síðan;aa;síðan;;
riðu;sfg3fþ;ríða;;
þeir;fpkfn;hann;;
til;ae;til;;
þings;nhee;þing;;
með;aþ;með;;
miklu;lheþsf;mikill;;
fjölmenni;nheþ;fjölmenni;;
og;c;og;;
sættust;sfm3fþ;sætta;;
fyrir;ao;fyrir;;
hönd;nveo;hönd;;
Þorgeirs;nkee-s;Þorgeir;;
á;ao;á;;
víg;nheo;víg;;
Þorgils;nkee-s;Þorgils;;
Márssonar;nkee-s;Mársson;;
,;punct;,;;
færa;sng;færa;;
fram;aa;fram;;
sýknu;nveþ;sýkna;;
hans;fpkee;hann;;
.;punct;.;;
Þorgeir;nken-s;Þorgeir;;
og;c;og;;
hans;fpkee;hann;;
félaga;nkee;félagi;;
velkti;sfg3eþ;velkja;;
úti;aa;úti;;
í;aþ;í;;
hafi;nheþ;haf;;
nokkura;foveo;nokkur;;
hríð;nveo;hríð;;
,;punct;,;;
sjá;sng;sjá;;
að;aþ;að;;
lyktum;nvfþ;lykt;;
land;nheo;land;;
fyrir;aþ;fyrir;;
stafni;nkeþ;stafn;;
og;c;og;;
kenna;sng;kenna;;
Austmenn;nkfo-s;Austmaður;;
landið;nheog;land;;
og;c;og;;
er;sfg3en;vera;;
það;fphen;það;;
Írland;nhen-s;Írland;;
.;punct;.;;
Sýnist;sfm3en;sýna;;
þeim;fpkfþ;hann;;
ósýnn;lkensf;ósýnn;;
friðurinn;nkeng;friður;;
ef;c;ef;;
þá;aa;þá;;
rekur;sfg3en;reka;;
þar;aa;þar;;
.;punct;.;;
Þorgeir;nken-s;Þorgeir;;
mælti;sfg3eþ;mæla;;
:;punct;:;;
«;punct;«;;
Það;fphen;það;;
er;sfg3en;vera;;
sýnna;lhenvm;sýnn;;
ef;c;ef;;
vér;fp1fn;vér;;
verjumst;sfm1fn;verja;;
vel;aa;vel;;
að;c;að;;
vér;fp1fn;vér;;
fáum;svg1fn;fá;;
nokkurum;fokfþ;nokkur;;
mönnum;nkfþ;maður;;
ærinn;lkeosf;ærinn;;
náttverð;nkeo;náttverður;;
áður;aa;áður;;
vér;fp1fn;vér;;
erum;sfg1fn;vera;;
drepnir;lkfnsf;drepinn;;
og;c;og;;
er;sfg3en;vera;;
þá;aa;þá;;
hæft;lhensf;hæfur;;
nokkuð;fohen;nokkur;;
í;aþ;í;;
vorri;foveþ;vor;;
vörn;nveþ;vörn;;
.;punct;.;;
»;punct;»;;
Nú;aa;nú;;
kasta;sfg3fn;kasta;;
þeir;fpkfn;hann;;
akkerum;nhfþ;akkeri;;
eigi;svg3fn;eiga;;
allnær;nvfn;allnó;;
landi;nheþ;land;;
og;c;og;;
brjóta;sng;brjóta;;
upp;aa;upp;;
vopn;nhfo;vopn;;
sín;fehfo;sinn;;
og;c;og;;
búast;sfm3fn;búa;;
þeir;fpkfn;hann;;
til;ae;til;;
bardaga;nkee;bardagi;;
ef;c;ef;;
þess;fphee;það;;
þyrfti;svg3eþ;þurfa;;
við;aa;við;;
.;punct;.;;
Síðan;aa;síðan;;
sjá;sfg3fn;sjá;;
þeir;fpkfn;hann;;
fjölmenni;svg3fn;fjölmenna;;
mikið;aa;mikið;;
á;ao;á;;
land;nheo;land;;
upp;aa;upp;;
og;c;og;;
mörg;lhfnsf;margur;;
spjót;nhfn;spjót;;
sem;ct;sem;;
á;ao;á;;
skóg;nkeo;skógur;;
sæi;svg3eþ;sjá;;
.;punct;.;;
Þó;aa;þó;;
að;c;að;;
Írar;nkfn-s;Íri;;
hefðu;svg3fþ;hafa;;
háskeft;lheosf;háskeftur;;
spjót;nheo;spjót;;
þá;aa;þá;;
tóku;sfg3fþ;taka;;
þau;fphfn;það;;
þó;aa;þó;;
eigi;aa;eigi;;
til;ae;til;;
þeirra;fpkfe;hann;;
.;punct;.;;
Nú;aa;nú;;
halda;sfg3fn;halda;;
þeir;fpkfn;hann;;
fé;nheþ;fé;;
sínu;feheþ;sinn;;
og;c;og;;
fjörvi;nheþ;fjörvi;;
og;c;og;;
sigldu;sfg3fþ;sigla;;
á;aa;á;;
brott;aa;brott;;
þá;aa;þá;;
er;ct;er;;
þeim;fpkfþ;hann;;
gaf;sfg3eþ;gefa;;
byri;nkfo;byr;;
.;punct;.;;
Þeir;fpkfn;hann;;
fóru;sfg3fþ;fara;;
þaðan;aa;þaðan;;
til;ae;til;;
Englands;nhee-s;England;;
og;c;og;;
voru;sfg3fþ;vera;;
þar;aa;þar;;
um;ao;um;;
hríð;nveo;hríð;;
og;c;og;;
hefir;sfg3en;hafa;;
Þormóður;nken-s;Þormóður;;
svo;aa;svo;;
um;ao;um;;
ort;lheosf;ortur;;
að;c;að;;
Þorgeir;nken-s;Þorgeir;;
þægi;svg3en;þægja;;
þar;aa;þar;;
góðar;lvfnsf;góður;;
gjafir;nvfn;gjöf;;
af;aþ;af;;
höfðingjum;nkfþ;höfðingi;;
.;punct;.;;
Eftir;ao;eftir;;
það;fpheo;það;;
fór;sfg3eþ;fara;;
hann;fpken;hann;;
til;ae;til;;
Danmerkur;nvee-s;Danmörk;;
og;c;og;;
fékk;sfg3eþ;fá;;
þar;aa;þar;;
svo;aa;svo;;
mikla;lveosf;mikill;;
virðing;nveo;virðing;;
að;c;að;;
Danir;nkfn-s;Dani;;
tignuðu;sfg3fþ;tigna;;
hann;fpkeo;hann;;
nær;aa;nær;;
sem;c;sem;;
konung;nkeo;konungur;;
að;aþ;að;;
því;faheþ;sá;;
sem;ct;sem;;
Þormóður;nken-s;Þormóður;;
hefir;sfg3en;hafa;;
um;ao;um;;
ort;nheo;ort;;
.;punct;.;;
Síðan;aa;síðan;;
fór;sfg3eþ;fara;;
hann;fpken;hann;;
til;ae;til;;
Noregs;nkee-s;Noregur;;
og;c;og;;
á;ao;á;;
fund;nkeo;fundur;;
Ólafs;nkee-s;Ólafur;;
konungs;nkee;konungur;;
hins;gkee;hinn;;
helga;lkeevf;helgur;;
og;c;og;;
gengur;sfg3en;ganga;;
fyrir;ao;fyrir;;
hann;fpkeo;hann;;
og;c;og;;
kvaddi;sfg3eþ;kveðja;;
hann;fpkeo;hann;;
vel;aa;vel;;
.;punct;.;;
Konungur;nken;konungur;;
tók;sfg3eþ;taka;;
vel;aa;vel;;
kveðju;nveo;kveðja;;
hans;fpkee;hann;;
og;c;og;;
spurði;sfg3eþ;spyrja;;
hver;fsken;hver;;
hann;fpken;hann;;
væri;svg3eþ;vera;;
.;punct;.;;
Hann;fpken;hann;;
svarar;sfg3en;svara;;
:;punct;:;;
«;punct;«;;
Eg;fp1en;Eg;;
er;sfg1en;vera;;
íslenskur;lkensf;íslenskur;;
maður;nken;maður;;
og;c;og;;
heiti;sfg1en;heita;;
eg;fp1en;eg;;
Þorgeir;nkeo-s;Þorgeir;;
.;punct;.;;
»;punct;»;;
Konungur;nken;konungur;;
mælti;sfg3eþ;mæla;;
:;punct;:;;
«;punct;«;;
Hvort;c;hvort;;
ertu;sfg2en;vera;;
Þorgeir;nken-s;Þorgeir;;
Hávarsson;nken-s;Hávarsson;;
?;punct;?;;
»;punct;»;;
Hann;fpken;hann;;
svarar;sfg3en;svara;;
:;punct;:;;
«;punct;«;;
Sá;faken;sá;;
er;sfg3en;vera;;
maður;nken;maður;;
hinn;gken;hinn;;
sami;fbken;sami;;
.;punct;.;;
»;punct;»;;
Konungur;nken;konungur;;
segir;sfg3en;segja;;
:;punct;:;;
«;punct;«;;
Heyrt;sþghen;heyra;;
hefi;sfg1en;hafa;;
eg;fp1en;eg;;
þín;fp2ee;þú;;
getið;sþghen;geta;;
.;punct;.;;
Þú;fp2en;þú;;
ert;sfg2en;vera;;
mikill;lkensf;mikill;;
maður;nken;maður;;
vexti;nkeþ;vöxtur;;
og;c;og;;
drengilegur;lkensf;drengilegur;;
í;aþ;í;;
ásjónu;nveþ;ásjóna;;
og;c;og;;
munt;sfg2en;munu;;
eigi;aa;eigi;;
vera;sng;vera;;
í;aþ;í;;
öllu;foheþ;allur;;
gæfumaður;nken;gæfumaður;;
.;punct;.;;
»;punct;»;;
Konungur;nken;konungur;;
bauð;sfg3eþ;bjóða;;
Þorgeiri;nkeþ-s;Þorgeir;;
með;aþ;með;;
sér;fpkeþ;sig;;
að;cn;að;;
vera;sng;vera;;
og;c;og;;
þá;aa;þá;;
gerðist;sfm3eþ;gera;;
hann;fpken;hann;;
hirðmaður;nken;hirðmaður;;
Ólafs;nkee-s;Ólafur;;
konungs;nkee;konungur;;
.;punct;.;;
Konungur;nken;konungur;;
lagði;sfg3eþ;leggja;;
mikla;lveosf;mikill;;
virðing;nveo;virðing;;
á;ao;á;;
Þorgeir;nkeo-s;Þorgeir;;
því;fpheþ;það;;
að;c;að;;
hann;fpken;hann;;
reyndist;sfm3eþ;reyna;;
í;aþ;í;;
öllum;fovfþ;allur;;
mannraunum;nvfþ;mannraun;;
hinn;faken;hinn;;
röskvasti;nken;röskvasti;;
maður;nken;maður;;
og;c;og;;
góður;lkensf;góður;;
drengur;nken;drengur;;
.;punct;.;;
Þorgeir;nken-s;Þorgeir;;
fór;sfg3eþ;fara;;
kaupför;nhfo;kaupfar;;
suður;aa;suður;;
til;ae;til;;
Vindlands;nhee-s;Vindland;;
og;c;og;;
var;sfg3eþ;vera;;
þar;aa;þar;;
lítill;lkensf;lítill;;
friður;nken;friður;;
í;ao;í;;
þenna;fakeo;þenna;;
tíma;nkeo;tími;;
kaupmönnum;nkfþ;kaupmaður;;
norðan;aa;norðan;;
úr;aþ;úr;;
löndum;nhfþ;land;;
.;punct;.;;
Af;aþ;af;;
þessi;faveþ;þessi;;
ferð;nveþ;ferð;;
varð;sfg3eþ;verða;;
hann;fpken;hann;;
ágætur;lkensf;ágætur;;
því;fpheþ;það;;
að;c;að;;
hann;fpken;hann;;
hafði;sfg3eþ;hafa;;
það;fpheo;það;;
af;aþ;af;;
hverjum;fokeþ;hver;;
sem;ct;sem;;
hann;fpken;hann;;
vildi;sfg3eþ;vilja;;
.;punct;.;;
Þorgeir;nken-s;Þorgeir;;
hafðist;sfm3eþ;hafa;;
þá;aa;þá;;
í;aþ;í;;
förum;nvfþ;för;;
við;aa;við;;
og;c;og;;
var;sfg3eþ;vera;;
annan;fokeo;annar;;
vetur;nkeo;vetur;;
jafnan;aa;jafnan;;
með;aþ;með;;
Ólafi;nkeþ-s;Ólafur;;
konungi;nkeþ;konungur;;
í;aþ;í;;
Noregi;nkeþ-s;Noregur;;
en;c;en;;
annan;fokeo;annar;;
á;aþ;á;;
Íslandi;nheþ-s;Ísland;;
,;punct;,;;
á;aþ;á;;
Reykjahólum;nkfþ-s;Reykjahólar;;
.;punct;.;;
Jafnan;aa;jafnan;;
kom;sfg3eþ;koma;;
hann;fpken;hann;;
skipi;nheþ;skip;;
sínu;feheþ;sinn;;
í;ao;í;;
Borgarfjörð;nkeo-s;Borgarfjörður;;
og;c;og;;
héldu;sfg3fþ;halda;;
því;aa;því;;
í;aþ;í;;
Flóa;nkeþ-s;Flói;;
í;aþ;í;;
Norðurá;nveþ-s;Norðurá;;
og;c;og;;
setti;sfg3eþ;setja;;
þar;aa;þar;;
upp;aa;upp;;
á;aþ;á;;
vetrum;nkfþ;vetur;;
fyrir;ao;fyrir;;
vestan;aa;vestan;;
ána;nveog;á;;
þar;aa;þar;;
sem;c;sem;;
nú;aa;nú;;
er;sfg3en;vera;;
kallað;sþghen;kalla;;
Þorgeirshróf;nheo-s;Þorgeirshróf;;
.;punct;.;;
Það;fphen;það;;
er;sfg3en;vera;;
suður;aa;suður;;
frá;aþ;frá;;
holti;nheþ;holt;;
því;faheþ;sá;;
er;ct;er;;
Smiðjuholt;nhen-s;Smiðjuholt;;
heitir;sfg3en;heita;;
.;punct;.;;
Þorgeir;nken-s;Þorgeir;;
bjó;sfg3eþ;búa;;
sjö;tfhfþ;sjö;;
sinnum;nhfþ;sinn;;
skip;nheo;skip;;
sitt;feheo;sinn;;
af;aþ;af;;
Íslandi;nheþ-s;Ísland;;
að;aþ;að;;
því;fpheþ;það;;
er;ct;er;;
